Driver,Team,Compound,LapNumber,TrackStatus,TyreLife,Stint,LapTime
NOR,McLaren,HARD,30.0,1,12.0,2.0,86.968
NOR,McLaren,HARD,31.0,1,13.0,2.0,86.909
NOR,McLaren,HARD,32.0,1,14.0,2.0,86.586
NOR,McLaren,HARD,33.0,1,15.0,2.0,86.455
NOR,McLaren,HARD,34.0,1,16.0,2.0,86.366
NOR,McLaren,HARD,35.0,1,17.0,2.0,86.464
NOR,McLaren,HARD,36.0,1,18.0,2.0,87.06
NOR,McLaren,HARD,37.0,1,19.0,2.0,86.595
NOR,McLaren,HARD,38.0,1,20.0,2.0,87.567
NOR,McLaren,HARD,39.0,1,21.0,2.0,86.792
NOR,McLaren,HARD,40.0,1,22.0,2.0,86.761
NOR,McLaren,HARD,41.0,1,23.0,2.0,86.562
NOR,McLaren,HARD,42.0,1,24.0,2.0,86.623
NOR,McLaren,HARD,43.0,1,25.0,2.0,86.81
NOR,McLaren,HARD,44.0,1,26.0,2.0,87.991
NOR,McLaren,HARD,45.0,1,27.0,2.0,87.466
NOR,McLaren,HARD,46.0,1,28.0,2.0,87.017
NOR,McLaren,HARD,47.0,1,29.0,2.0,87.886
NOR,McLaren,HARD,48.0,1,30.0,2.0,86.733
NOR,McLaren,HARD,49.0,1,31.0,2.0,87.661
NOR,McLaren,HARD,50.0,1,32.0,2.0,87.174
NOR,McLaren,HARD,51.0,1,33.0,2.0,87.425
LAW,AlphaTauri,MEDIUM,2.0,1,5.0,1.0,88.018
LAW,AlphaTauri,MEDIUM,3.0,1,6.0,1.0,87.657
LAW,AlphaTauri,MEDIUM,4.0,1,7.0,1.0,87.13
LAW,AlphaTauri,MEDIUM,5.0,1,8.0,1.0,87.205
LAW,AlphaTauri,MEDIUM,6.0,1,9.0,1.0,87.263
LAW,AlphaTauri,MEDIUM,7.0,1,10.0,1.0,87.154
LAW,AlphaTauri,MEDIUM,8.0,1,11.0,1.0,87.331
LAW,AlphaTauri,MEDIUM,9.0,1,12.0,1.0,87.506
LAW,AlphaTauri,MEDIUM,10.0,1,13.0,1.0,87.648
LAW,AlphaTauri,MEDIUM,11.0,1,14.0,1.0,87.892
LAW,AlphaTauri,MEDIUM,12.0,1,15.0,1.0,87.631
LAW,AlphaTauri,HARD,15.0,1,5.0,2.0,87.03
LAW,AlphaTauri,HARD,16.0,1,6.0,2.0,87.412
LAW,AlphaTauri,HARD,17.0,1,7.0,2.0,87.045
LAW,AlphaTauri,HARD,18.0,1,8.0,2.0,86.815
LAW,AlphaTauri,HARD,19.0,1,9.0,2.0,87.047
LAW,AlphaTauri,HARD,20.0,1,10.0,2.0,86.89
LAW,AlphaTauri,HARD,21.0,1,11.0,2.0,87.171
LAW,AlphaTauri,HARD,22.0,1,12.0,2.0,88.059
LAW,AlphaTauri,HARD,23.0,1,13.0,2.0,87.215
LAW,AlphaTauri,HARD,24.0,1,14.0,2.0,87.049
LAW,AlphaTauri,HARD,25.0,1,15.0,2.0,87.204
LAW,AlphaTauri,HARD,26.0,1,16.0,2.0,87.089
LAW,AlphaTauri,HARD,27.0,1,17.0,2.0,87.025
LAW,AlphaTauri,HARD,28.0,1,18.0,2.0,87.376
LAW,AlphaTauri,HARD,29.0,1,19.0,2.0,87.108
LAW,AlphaTauri,HARD,30.0,1,20.0,2.0,87.487
LAW,AlphaTauri,HARD,31.0,1,21.0,2.0,87.515
LAW,AlphaTauri,HARD,32.0,1,22.0,2.0,87.496
LAW,AlphaTauri,MEDIUM,35.0,1,5.0,3.0,86.26
LAW,AlphaTauri,MEDIUM,36.0,1,6.0,3.0,86.384
LAW,AlphaTauri,MEDIUM,37.0,1,7.0,3.0,86.253
LAW,AlphaTauri,MEDIUM,38.0,1,8.0,3.0,86.103
LAW,AlphaTauri,MEDIUM,39.0,1,9.0,3.0,86.245
LAW,AlphaTauri,MEDIUM,40.0,1,10.0,3.0,86.273
LAW,AlphaTauri,MEDIUM,41.0,1,11.0,3.0,86.417
LAW,AlphaTauri,MEDIUM,42.0,1,12.0,3.0,86.121
LAW,AlphaTauri,MEDIUM,43.0,1,13.0,3.0,86.143
LAW,AlphaTauri,MEDIUM,44.0,1,14.0,3.0,85.842
LAW,AlphaTauri,MEDIUM,45.0,1,15.0,3.0,86.134
LAW,AlphaTauri,MEDIUM,46.0,1,16.0,3.0,86.018
LAW,AlphaTauri,MEDIUM,47.0,1,17.0,3.0,86.656
LAW,AlphaTauri,MEDIUM,48.0,1,18.0,3.0,86.098
LAW,AlphaTauri,MEDIUM,49.0,1,19.0,3.0,87.235
LAW,AlphaTauri,MEDIUM,50.0,1,20.0,3.0,86.436
HAM,Mercedes,HARD,2.0,1,5.0,1.0,87.837
HAM,Mercedes,HARD,3.0,1,6.0,1.0,87.289
HAM,Mercedes,HARD,4.0,1,7.0,1.0,87.233
HAM,Mercedes,HARD,5.0,1,8.0,1.0,87.015
HAM,Mercedes,HARD,6.0,1,9.0,1.0,86.711
HAM,Mercedes,HARD,7.0,1,10.0,1.0,86.7
HAM,Mercedes,HARD,8.0,1,11.0,1.0,86.643
HAM,Mercedes,HARD,9.0,1,12.0,1.0,86.756
HAM,Mercedes,HARD,10.0,1,13.0,1.0,86.995
HAM,Mercedes,HARD,11.0,1,14.0,1.0,87.119
HAM,Mercedes,HARD,12.0,1,15.0,1.0,87.194
HAM,Mercedes,HARD,13.0,1,16.0,1.0,87.292
HAM,Mercedes,HARD,14.0,1,17.0,1.0,87.526
HAM,Mercedes,HARD,15.0,1,18.0,1.0,88.085
HAM,Mercedes,HARD,16.0,1,19.0,1.0,87.24
HAM,Mercedes,HARD,17.0,1,20.0,1.0,87.585
HAM,Mercedes,HARD,18.0,1,21.0,1.0,87.279
HAM,Mercedes,HARD,19.0,1,22.0,1.0,87.449
HAM,Mercedes,HARD,20.0,1,23.0,1.0,87.83
HAM,Mercedes,HARD,21.0,1,24.0,1.0,87.399
HAM,Mercedes,HARD,22.0,1,25.0,1.0,87.154
HAM,Mercedes,HARD,23.0,1,26.0,1.0,87.267
HAM,Mercedes,HARD,24.0,1,27.0,1.0,87.311
HAM,Mercedes,HARD,25.0,1,28.0,1.0,87.791
HAM,Mercedes,HARD,26.0,1,29.0,1.0,87.407
HAM,Mercedes,MEDIUM,29.0,1,2.0,2.0,85.582
HAM,Mercedes,MEDIUM,30.0,1,3.0,2.0,86.34
HAM,Mercedes,MEDIUM,31.0,1,4.0,2.0,86.404
HAM,Mercedes,MEDIUM,32.0,1,5.0,2.0,86.62
HAM,Mercedes,MEDIUM,33.0,1,6.0,2.0,86.584
HAM,Mercedes,MEDIUM,34.0,1,7.0,2.0,86.236
HAM,Mercedes,MEDIUM,35.0,1,8.0,2.0,86.016
HAM,Mercedes,MEDIUM,36.0,1,9.0,2.0,86.205
HAM,Mercedes,MEDIUM,37.0,1,10.0,2.0,85.999
HAM,Mercedes,MEDIUM,38.0,1,11.0,2.0,86.274
HAM,Mercedes,MEDIUM,39.0,1,12.0,2.0,86.249
HAM,Mercedes,MEDIUM,40.0,1,13.0,2.0,86.658
HAM,Mercedes,MEDIUM,41.0,1,14.0,2.0,87.501
HAM,Mercedes,MEDIUM,42.0,1,15.0,2.0,86.216
HAM,Mercedes,MEDIUM,43.0,1,16.0,2.0,86.093
HAM,Mercedes,MEDIUM,44.0,1,17.0,2.0,87.152
HAM,Mercedes,MEDIUM,45.0,1,18.0,2.0,86.333
HAM,Mercedes,MEDIUM,46.0,1,19.0,2.0,87.193
HAM,Mercedes,MEDIUM,47.0,1,20.0,2.0,86.12
HAM,Mercedes,MEDIUM,48.0,1,21.0,2.0,85.815
HAM,Mercedes,MEDIUM,49.0,1,22.0,2.0,85.888
HAM,Mercedes,MEDIUM,50.0,1,23.0,2.0,85.927
HAM,Mercedes,MEDIUM,51.0,1,24.0,2.0,86.093
SAI,Ferrari,MEDIUM,1.0,1,1.0,1.0,87.117
SAI,Ferrari,MEDIUM,2.0,1,2.0,1.0,86.006
SAI,Ferrari,MEDIUM,3.0,1,3.0,1.0,85.976
SAI,Ferrari,MEDIUM,4.0,1,4.0,1.0,86.067
SAI,Ferrari,MEDIUM,5.0,1,5.0,1.0,86.423
SAI,Ferrari,MEDIUM,6.0,1,6.0,1.0,86.615
SAI,Ferrari,MEDIUM,7.0,1,7.0,1.0,86.358
SAI,Ferrari,MEDIUM,8.0,1,8.0,1.0,86.224
SAI,Ferrari,MEDIUM,9.0,1,9.0,1.0,86.476
SAI,Ferrari,MEDIUM,10.0,1,10.0,1.0,86.511
SAI,Ferrari,MEDIUM,11.0,1,11.0,1.0,86.691
SAI,Ferrari,MEDIUM,12.0,1,12.0,1.0,86.408
SAI,Ferrari,MEDIUM,13.0,1,13.0,1.0,86.887
SAI,Ferrari,MEDIUM,14.0,1,14.0,1.0,86.972
SAI,Ferrari,MEDIUM,15.0,1,15.0,1.0,88.219
SAI,Ferrari,MEDIUM,16.0,1,16.0,1.0,87.323
SAI,Ferrari,MEDIUM,17.0,1,17.0,1.0,87.721
SAI,Ferrari,MEDIUM,18.0,1,18.0,1.0,87.512
SAI,Ferrari,HARD,21.0,1,2.0,2.0,86.146
SAI,Ferrari,HARD,22.0,1,3.0,2.0,85.558
SAI,Ferrari,HARD,23.0,1,4.0,2.0,85.793
SAI,Ferrari,HARD,24.0,1,5.0,2.0,85.902
SAI,Ferrari,HARD,25.0,1,6.0,2.0,86.005
SAI,Ferrari,HARD,26.0,1,7.0,2.0,85.836
SAI,Ferrari,HARD,27.0,1,8.0,2.0,86.165
SAI,Ferrari,HARD,28.0,1,9.0,2.0,85.77
SAI,Ferrari,HARD,29.0,1,10.0,2.0,85.72
SAI,Ferrari,HARD,30.0,1,11.0,2.0,85.501
SAI,Ferrari,HARD,31.0,1,12.0,2.0,85.718
SAI,Ferrari,HARD,32.0,1,13.0,2.0,85.896
SAI,Ferrari,HARD,33.0,1,14.0,2.0,85.926
SAI,Ferrari,HARD,34.0,1,15.0,2.0,86.126
SAI,Ferrari,HARD,35.0,1,16.0,2.0,85.789
SAI,Ferrari,HARD,36.0,1,17.0,2.0,86.011
SAI,Ferrari,HARD,37.0,1,18.0,2.0,85.886
SAI,Ferrari,HARD,38.0,1,19.0,2.0,85.705
SAI,Ferrari,HARD,39.0,1,20.0,2.0,85.924
SAI,Ferrari,HARD,40.0,1,21.0,2.0,86.122
SAI,Ferrari,HARD,41.0,1,22.0,2.0,86.738
SAI,Ferrari,HARD,42.0,1,23.0,2.0,86.479
SAI,Ferrari,HARD,43.0,1,24.0,2.0,86.589
SAI,Ferrari,HARD,44.0,1,25.0,2.0,86.43
SAI,Ferrari,HARD,45.0,1,26.0,2.0,86.632
SAI,Ferrari,HARD,46.0,1,27.0,2.0,87.303
SAI,Ferrari,HARD,47.0,1,28.0,2.0,87.096
SAI,Ferrari,HARD,48.0,1,29.0,2.0,86.8
SAI,Ferrari,HARD,49.0,1,30.0,2.0,86.77
SAI,Ferrari,HARD,50.0,1,31.0,2.0,86.776
SAI,Ferrari,HARD,51.0,1,32.0,2.0,87.044
RUS,Mercedes,MEDIUM,1.0,1,1.0,1.0,89.339
RUS,Mercedes,MEDIUM,2.0,1,2.0,1.0,86.686
RUS,Mercedes,MEDIUM,3.0,1,3.0,1.0,86.176
RUS,Mercedes,MEDIUM,4.0,1,4.0,1.0,86.178
RUS,Mercedes,MEDIUM,5.0,1,5.0,1.0,86.249
RUS,Mercedes,MEDIUM,6.0,1,6.0,1.0,86.515
RUS,Mercedes,MEDIUM,7.0,1,7.0,1.0,86.515
RUS,Mercedes,MEDIUM,8.0,1,8.0,1.0,86.594
RUS,Mercedes,MEDIUM,9.0,1,9.0,1.0,86.71
RUS,Mercedes,MEDIUM,10.0,1,10.0,1.0,86.655
RUS,Mercedes,MEDIUM,11.0,1,11.0,1.0,87.186
RUS,Mercedes,MEDIUM,12.0,1,12.0,1.0,87.044
RUS,Mercedes,MEDIUM,13.0,1,13.0,1.0,86.962
RUS,Mercedes,MEDIUM,14.0,1,14.0,1.0,87.285
RUS,Mercedes,MEDIUM,15.0,1,15.0,1.0,87.005
RUS,Mercedes,MEDIUM,16.0,1,16.0,1.0,87.976
RUS,Mercedes,MEDIUM,17.0,1,17.0,1.0,87.055
RUS,Mercedes,MEDIUM,18.0,1,18.0,1.0,87.383
RUS,Mercedes,HARD,21.0,1,5.0,2.0,86.456
RUS,Mercedes,HARD,22.0,1,6.0,2.0,86.715
RUS,Mercedes,HARD,23.0,1,7.0,2.0,86.605
RUS,Mercedes,HARD,24.0,1,8.0,2.0,86.671
RUS,Mercedes,HARD,25.0,1,9.0,2.0,86.32
RUS,Mercedes,HARD,26.0,1,10.0,2.0,86.41
RUS,Mercedes,HARD,27.0,1,11.0,2.0,86.184
RUS,Mercedes,HARD,28.0,1,12.0,2.0,86.284
RUS,Mercedes,HARD,29.0,1,13.0,2.0,86.14
RUS,Mercedes,HARD,30.0,1,14.0,2.0,85.966
RUS,Mercedes,HARD,31.0,1,15.0,2.0,86.148
RUS,Mercedes,HARD,32.0,1,16.0,2.0,86.059
RUS,Mercedes,HARD,33.0,1,17.0,2.0,86.161
RUS,Mercedes,HARD,34.0,1,18.0,2.0,86.119
RUS,Mercedes,HARD,35.0,1,19.0,2.0,86.189
RUS,Mercedes,HARD,36.0,1,20.0,2.0,86.371
RUS,Mercedes,HARD,37.0,1,21.0,2.0,85.997
RUS,Mercedes,HARD,38.0,1,22.0,2.0,85.847
RUS,Mercedes,HARD,39.0,1,23.0,2.0,86.21
RUS,Mercedes,HARD,40.0,1,24.0,2.0,86.244
RUS,Mercedes,HARD,41.0,1,25.0,2.0,86.614
RUS,Mercedes,HARD,42.0,1,26.0,2.0,86.335
RUS,Mercedes,HARD,43.0,1,27.0,2.0,86.426
RUS,Mercedes,HARD,44.0,1,28.0,2.0,86.336
RUS,Mercedes,HARD,45.0,1,29.0,2.0,86.394
RUS,Mercedes,HARD,46.0,1,30.0,2.0,86.458
RUS,Mercedes,HARD,47.0,1,31.0,2.0,86.64
RUS,Mercedes,HARD,48.0,1,32.0,2.0,86.287
RUS,Mercedes,HARD,49.0,1,33.0,2.0,86.375
RUS,Mercedes,HARD,50.0,1,34.0,2.0,86.874
RUS,Mercedes,HARD,51.0,1,35.0,2.0,86.628
BOT,Alfa Romeo,HARD,2.0,1,5.0,1.0,88.032
BOT,Alfa Romeo,HARD,3.0,1,6.0,1.0,87.95
BOT,Alfa Romeo,HARD,4.0,1,7.0,1.0,87.119
BOT,Alfa Romeo,HARD,5.0,1,8.0,1.0,87.575
BOT,Alfa Romeo,HARD,6.0,1,9.0,1.0,87.15
BOT,Alfa Romeo,HARD,7.0,1,10.0,1.0,87.36
BOT,Alfa Romeo,HARD,8.0,1,11.0,1.0,87.227
BOT,Alfa Romeo,HARD,9.0,1,12.0,1.0,87.265
BOT,Alfa Romeo,HARD,10.0,1,13.0,1.0,87.863
BOT,Alfa Romeo,HARD,11.0,1,14.0,1.0,87.693
BOT,Alfa Romeo,HARD,12.0,1,15.0,1.0,88.716
BOT,Alfa Romeo,HARD,13.0,1,16.0,1.0,88.007
BOT,Alfa Romeo,HARD,14.0,1,17.0,1.0,87.991
BOT,Alfa Romeo,HARD,15.0,1,18.0,1.0,87.427
BOT,Alfa Romeo,HARD,16.0,1,19.0,1.0,87.824
BOT,Alfa Romeo,HARD,17.0,1,20.0,1.0,87.47
BOT,Alfa Romeo,HARD,18.0,1,21.0,1.0,87.634
BOT,Alfa Romeo,HARD,19.0,1,22.0,1.0,87.725
BOT,Alfa Romeo,HARD,20.0,1,23.0,1.0,88.438
BOT,Alfa Romeo,HARD,21.0,1,24.0,1.0,89.044
BOT,Alfa Romeo,HARD,22.0,1,25.0,1.0,88.116
BOT,Alfa Romeo,HARD,23.0,1,26.0,1.0,88.123
BOT,Alfa Romeo,HARD,24.0,1,27.0,1.0,88.022
BOT,Alfa Romeo,MEDIUM,27.0,1,5.0,2.0,85.988
BOT,Alfa Romeo,MEDIUM,28.0,1,6.0,2.0,86.486
BOT,Alfa Romeo,MEDIUM,29.0,1,7.0,2.0,86.201
BOT,Alfa Romeo,MEDIUM,30.0,1,8.0,2.0,86.643
BOT,Alfa Romeo,MEDIUM,31.0,1,9.0,2.0,86.648
BOT,Alfa Romeo,MEDIUM,32.0,1,10.0,2.0,86.606
BOT,Alfa Romeo,MEDIUM,33.0,1,11.0,2.0,86.873
BOT,Alfa Romeo,MEDIUM,34.0,1,12.0,2.0,86.621
BOT,Alfa Romeo,MEDIUM,35.0,1,13.0,2.0,86.523
BOT,Alfa Romeo,MEDIUM,36.0,1,14.0,2.0,86.782
BOT,Alfa Romeo,MEDIUM,37.0,1,15.0,2.0,86.545
BOT,Alfa Romeo,MEDIUM,38.0,1,16.0,2.0,87.093
BOT,Alfa Romeo,MEDIUM,39.0,1,17.0,2.0,86.981
BOT,Alfa Romeo,MEDIUM,40.0,1,18.0,2.0,87.862
BOT,Alfa Romeo,MEDIUM,41.0,1,19.0,2.0,87.203
BOT,Alfa Romeo,MEDIUM,42.0,1,20.0,2.0,86.864
BOT,Alfa Romeo,MEDIUM,43.0,1,21.0,2.0,87.753
BOT,Alfa Romeo,MEDIUM,44.0,1,22.0,2.0,86.962
BOT,Alfa Romeo,MEDIUM,45.0,1,23.0,2.0,86.889
BOT,Alfa Romeo,MEDIUM,46.0,1,24.0,2.0,86.806
BOT,Alfa Romeo,MEDIUM,47.0,1,25.0,2.0,86.736
BOT,Alfa Romeo,MEDIUM,48.0,1,26.0,2.0,87.005
BOT,Alfa Romeo,MEDIUM,49.0,1,27.0,2.0,87.134
BOT,Alfa Romeo,MEDIUM,50.0,1,28.0,2.0,86.95
PIA,McLaren,MEDIUM,1.0,1,1.0,1.0,90.315
PIA,McLaren,MEDIUM,2.0,1,2.0,1.0,88.053
PIA,McLaren,MEDIUM,3.0,1,3.0,1.0,86.982
PIA,McLaren,MEDIUM,4.0,1,4.0,1.0,87.004
PIA,McLaren,MEDIUM,5.0,1,5.0,1.0,86.909
PIA,McLaren,MEDIUM,6.0,1,6.0,1.0,86.878
PIA,McLaren,MEDIUM,7.0,1,7.0,1.0,86.94
PIA,McLaren,MEDIUM,8.0,1,8.0,1.0,86.85
PIA,McLaren,MEDIUM,9.0,1,9.0,1.0,86.864
PIA,McLaren,MEDIUM,10.0,1,10.0,1.0,86.823
PIA,McLaren,MEDIUM,11.0,1,11.0,1.0,87.217
PIA,McLaren,MEDIUM,12.0,1,12.0,1.0,87.454
PIA,McLaren,MEDIUM,13.0,1,13.0,1.0,87.518
PIA,McLaren,MEDIUM,14.0,1,14.0,1.0,87.371
PIA,McLaren,MEDIUM,15.0,1,15.0,1.0,87.738
PIA,McLaren,MEDIUM,16.0,1,16.0,1.0,87.201
PIA,McLaren,MEDIUM,17.0,1,17.0,1.0,87.44
PIA,McLaren,MEDIUM,18.0,1,18.0,1.0,87.398
PIA,McLaren,MEDIUM,19.0,1,19.0,1.0,87.352
PIA,McLaren,MEDIUM,20.0,1,20.0,1.0,87.746
PIA,McLaren,MEDIUM,21.0,1,21.0,1.0,87.587
PIA,McLaren,MEDIUM,22.0,1,22.0,1.0,87.419
PIA,McLaren,HARD,25.0,1,7.0,2.0,86.411
PIA,McLaren,HARD,26.0,1,8.0,2.0,86.287
PIA,McLaren,HARD,27.0,1,9.0,2.0,86.248
PIA,McLaren,HARD,28.0,1,10.0,2.0,86.611
PIA,McLaren,HARD,29.0,1,11.0,2.0,86.132
PIA,McLaren,HARD,30.0,1,12.0,2.0,87.074
PIA,McLaren,HARD,31.0,1,13.0,2.0,86.86
PIA,McLaren,HARD,32.0,1,14.0,2.0,86.746
PIA,McLaren,HARD,33.0,1,15.0,2.0,86.445
PIA,McLaren,HARD,34.0,1,16.0,2.0,86.717
PIA,McLaren,HARD,35.0,1,17.0,2.0,86.277
PIA,McLaren,HARD,36.0,1,18.0,2.0,86.639
PIA,McLaren,HARD,37.0,1,19.0,2.0,86.806
PIA,McLaren,HARD,38.0,1,20.0,2.0,87.146
PIA,McLaren,HARD,39.0,1,21.0,2.0,87.166
PIA,McLaren,HARD,40.0,1,22.0,2.0,86.853
PIA,McLaren,MEDIUM,43.0,1,5.0,3.0,85.072
PIA,McLaren,MEDIUM,44.0,1,6.0,3.0,85.69
PIA,McLaren,MEDIUM,45.0,1,7.0,3.0,86.139
PIA,McLaren,MEDIUM,46.0,1,8.0,3.0,85.732
PIA,McLaren,MEDIUM,47.0,1,9.0,3.0,86.614
PIA,McLaren,MEDIUM,48.0,1,10.0,3.0,86.067
PIA,McLaren,MEDIUM,49.0,1,11.0,3.0,85.841
PIA,McLaren,MEDIUM,50.0,1,12.0,3.0,85.593
